id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max
81685,81935.0,150689.0,,,,,16.737506,-38.943634,14.2633,-19.18,-59.79,0.0,7.52,6.749,K2V,1.024,-3.600231,-10.49304,-8.965276,-4.1e-07,2.89e-06,-3.22e-06,4.3818686983614406,-0.6796946353633663,-9.29872639e-08,-2.89870099e-07,,,Sco,1,81685,,0.1739402139780305,,,
54804,54966.0,,,Gl 421B,,,11.2558,-18.145042,14.2633,319.28,-708.04,18.0,9.97,9.199,K7V,1.34,-13.297719,2.624087,-4.441978,-6.48e-06,-2.122e-05,-5.226e-05,2.946761510239794,-0.3166907309043512,1.5479131193e-06,-3.432674783e-06,,,Crt,2,54801,Gl 421,0.0182137763710477,,,
118205,,,,GJ 3211,,,3.239133,0.655176,14.2653,-53.46,27.24,0.0,10.9,10.129,,,9.435625,10.697717,0.16312,2.76e-06,-2.46e-06,1.88e-06,0.8480029229303188,0.0114349839199,-2.591813936e-07,1.32058398e-07,,,Cet,1,118205,,0.0077339257804899,,,
102091,102422.0,198149.0,7957.0,Gl 807,3Eta Cep,,20.754811,61.838782,14.2653,86.08,817.89,-86.8,3.41,2.639,K0IV,0.912,4.44524,-5.055924,12.575933,-5.612e-05,7.285e-05,-5.157e-05,5.433596751616642,1.0792903488728465,4.173276162e-07,3.965242611e-06,Eta,3.0,Cep,1,102091,,7.663020722739191,,,
118290,,,,Gl 168.1,,,4.369416,19.483471,14.2653,0.0,0.0,0.0,15.04,14.269,,1.0,5.568165,12.241568,4.757976,0.0,0.0,0.0,1.143910534,0.340050724,0.0,0.0,,,Tau,1,118290,,0.0001707654472814,,,
91913,92200.0,173818.0,,Gl 726,,,18.790903,-3.639831,14.2776,-132.61,-273.46,16.0,8.81,8.037,K5,1.295,2.92932,-13.944585,-0.906412,-5.87e-06,-1.669e-05,-1.993e-05,4.919446872525059,-0.0635270315005375,-6.429114218e-07,-1.32577149e-06,,,Aql,1,91913,,0.0531128981855012,,,
70252,70475.0,,,GJ 3846,,,14.41555,8.887619,14.2796,546.31,158.16,0.0,12.23,11.456,M:,1.613,-11.379876,-8.338961,2.206154,2.372e-05,-2.951e-05,1.082e-05,3.77398212412416,0.1551182143365237,2.6485856182e-06,7.66781317e-07,,,Boo,1,70252,,0.00227824276625,,12.461,12.011
118114,,,,GJ 3136,,,2.148029,49.450521,14.2857,268.7,-268.7,0.0,12.47,11.695,M5  :,1.54,7.856824,4.952006,10.854915,2.04e-06,2.328e-05,-1.21e-05,0.5623527327179827,0.86307440328205,1.3026943597e-06,-1.302694359e-06,,,Per,1,118114,,0.0018281002161427,,,
118235,,,,GJ 3237,,,3.611437,3.492598,14.2857,119.8,-90.27,0.0,13.86,13.085,dM5  :,,8.346749,11.560952,0.870279,-6.5e-06,5.17e-06,-6.24e-06,0.9454719993394652,0.06095733844975,5.808067893e-07,-4.37651005e-07,,,Tau,1,118235,,0.0005081594425606,,,
119069,,,,GJ 3943,,,16.219731,-70.158924,14.2857,-253.15,-587.8,0.0,13.75,12.975,k-m,,-2.179455,-4.331315,-13.437668,1.54e-06,4.208e-05,-1.382e-05,4.246315538708384,-1.2245042319527002,-1.2273058323e-06,-2.849759054e-06,,,TrA,1,119069,,0.0005623413251903,,,
118512,,,,GJ 3467,,,7.969214,7.285271,14.2857,-329.2,-23.02,0.0,13.77,12.995,m,,-6.986042,12.328612,1.811564,1.973e-05,1.142e-05,-1.58e-06,2.086335463668181,0.12715195903695,-1.5960066364e-06,-1.11599261e-07,,,CMi,1,118512,,0.0005520774392808,,,
118820,,,,GJ 3729,,,12.484185,41.730565,14.2857,-183.7,-211.32,0.0,12.9,12.125,m,,-10.575662,-1.347627,9.50897,-1.127e-05,1.139e-05,-1.092e-05,3.268351881863441,0.72833576107135,-8.906027312e-07,-1.024498573e-06,,,CVn,1,118820,,0.0012302687708123,,,
67274,67487.0,120467.0,,Gl 529,,,13.829135,-22.111093,14.3,-1748.63,-494.56,-36.8,8.16,7.383,K4/K5V,1.257,-11.757882,-6.104264,-5.382448,-1.347e-05,0.0001296,-1.76e-05,3.620459202022205,-0.3859113688272075,-8.4775974623e-06,-2.397694538e-06,,,Vir,1,67274,,0.0970063133783956,,,
118869,,114379.0,4969.0,Gl 501B,42Alp Com,,13.166389,17.528977,14.3246,-425.99,145.02,-27.7,5.17,4.39,F5 V,,-13.026264,-4.106054,4.313973,1.976e-05,3.725e-05,1.07e-06,3.44695264311011,0.30593835959755,-2.0652577978e-06,7.03071951e-07,Alp,42.0,Com,2,64037,Gl 501,1.5275660582380726,,,
10593,10617.0,,,GJ 3148A,,,2.278092,-30.988389,14.3246,683.13,251.49,0.0,12.02,11.24,,1.583,10.160024,6.897399,-7.375226,-1.92e-05,4.43e-05,1.497e-05,0.5964030061923398,-0.5408494234931562,3.311907696e-06,1.219257925e-06,,,For,1,10593,GJ 3148,0.0027797132677592,,12.119,11.889
84604,84862.0,157214.0,6458.0,Gl 672,72    Her,,17.34432,32.467743,14.3266,135.4,-1040.55,-79.1,5.38,4.599,G0V,0.619,-2.064569,-11.909033,7.690492,1.43e-05,2.741e-05,-0.0001044,4.54073238883008,0.5666690206234113,6.564377235e-07,-5.044728753e-06,,72.0,Her,1,84604,,1.260085459088237,,,
69995,70218.0,,,Gl 546,,,14.365909,29.629618,14.3472,-631.45,-307.15,-37.2,8.56,7.776,K5V,1.275,-10.154189,-7.239812,7.092966,-7.17e-06,4.883e-05,-3.738e-05,3.760986135135124,0.5171343963293337,-3.0613559859e-06,-1.489105219e-06,,,Boo,1,69995,,0.06754605666335,,,
42319,42438.0,72905.0,3391.0,Gl 311,3Pi 1UMa,,8.653257,65.020907,14.3554,-27.73,87.9,-12.7,5.63,4.845,G1.5Vb,0.618,-3.880282,4.657464,13.012521,8.54e-06,-7.24e-06,-9.19e-06,2.265417446660206,1.1348289018232187,-1.344388336e-07,4.26151225e-07,Pi-1,3.0,UMa,1,42319,,1.004615790278395,Pi-1,5.651,5.611
119064,,,,Gl 611B,,,16.080799,39.158113,14.3658,-618.09,48.64,0.0,14.23,13.443,m,1.72,-5.364796,-9.762361,9.071466,-3.67e-05,2.26e-05,2.63e-06,4.209943328756093,0.6834379936383,-2.9965848781e-06,2.35832766e-07,,,CrB,2,78536,Gl 611,0.0003654264677507,,,
61513,61706.0,,,Gl 480,,,12.647904,11.696165,14.3699,-1156.18,-244.87,-4.4,11.49,10.703,M4,1.475,-13.869551,-2.375376,2.913084,-1.267e-05,7.954e-05,-1.762e-05,3.3112135794603965,0.2041365963214837,-5.6053188118e-06,-1.187163259e-06,,,Vir,1,61513,,0.0045582695154019,,11.559,11.409
103468,103800.0,,,Gl 816,,,21.032956,-6.318749,14.3823,-229.21,-445.23,0.0,11.23,10.441,M3,1.527,10.194874,-10.020454,-1.58291,-1.364e-05,-9e-06,-3.085e-05,5.506415070637424,-0.1102829691895537,-1.1112414372e-06,-2.158535949e-06,,,Aqr,1,103468,,0.0058022975998187,,11.33,11.15
101668,101997.0,196761.0,7898.0,Gl 796,,,20.669925,-23.773867,14.3823,500.83,460.76,-45.3,6.36,5.571,G8/K0V,0.719,8.468665,-10.075057,-5.797743,7.78e-06,4.501e-05,4.808e-05,5.411373605808119,-0.4149322620092525,2.4280923563e-06,2.233827514e-06,,,Cap,1,101668,,0.5147543199312623,,,
15182,15220.0,,,Gl 130.1A,,,3.270442,58.16738,14.3864,431.2,-324.95,22.0,10.53,9.74,M2,1.43,4.972459,5.731781,12.222746,-2.32e-06,4.321e-05,7.16e-06,0.8561996990201673,1.0152122982320275,2.0905165906e-06,-1.575402054e-06,,,Cam,1,15182,Gl 130.1,0.0110662378397766,,10.656,10.446
25215,25278.0,35296.0,1780.0,Gl 202,111    Tau,,5.407071,17.383534,14.3864,250.4,-7.42,38.1,5.0,4.21,F8V SB,0.544,2.122676,13.564563,4.298277,-1.148e-05,3.959e-05,1.115e-05,1.415567931267741,0.3033999032347187,1.2139734561e-06,-3.5973175e-08,,111.0,Tau,1,25215,,1.8030177408595685,V1119,5.026,4.986
79191,79431.0,,,,,Sharjah,16.211604,-18.875503,14.3968,24.12,-210.89,0.0,11.34,10.549,,1.486,-6.147626,-12.156552,-4.657551,3.65e-06,3.49e-06,-1.393e-05,4.2441879411992725,-0.3294396812062374,1.169370598e-07,-1.02242357e-06,,,Sco,1,79191,,0.0052529104845004,,11.396,11.286
119351,,,,Gl 794,,,20.572776,25.064026,14.4092,-370.98,-545.87,71.0,11.52,10.727,DA3,-0.07,8.143568,-10.204518,6.10572,3.086e-05,-8.02e-05,-3.77e-06,5.385940251910394,0.4374497846509,-1.7985617921e-06,-2.646466982e-06,,,Vul,1,119351,,0.0044586152794807,,,
95983,96285.0,184489.0,,Gl 763,,,19.577733,4.582516,14.4259,524.89,312.09,-57.4,9.35,8.554,K5,1.39,5.771903,-13.16999,1.152512,9.43e-06,6.993e-05,1.707e-05,5.125438526462118,0.0799799982313812,2.5447385279e-06,1.513055015e-06,,,Aql,1,95983,,0.0329913433788864,,,
118641,,,,Gl 363,,,9.707183,55.985737,14.43,-735.23,-501.54,0.0,12.5,11.704,M3.5,1.53,-6.660402,4.560523,11.961003,5.04e-06,5.887e-05,-1.962e-05,2.541334604218823,0.97713543675815,-3.5644956235e-06,-2.431524837e-06,,,UMa,1,118641,,0.001813009167017,,,
118066,,,,GJ 3093A,,,1.379181,0.532646,14.4509,-213.4,-517.75,0.0,13.97,13.171,m,1.76,13.51852,5.104909,0.13434,5.6e-06,-1.386e-05,-3.627e-05,0.3610686173802847,0.0092964290705,-1.0345923943e-06,-2.51009859e-06,,,Cet,1,118066,GJ 3093,0.0004694615193826,,,
118067,,,,GJ 3094B,,,1.379181,0.532646,14.4509,-213.4,-517.75,0.0,15.0,14.201,m,,13.51852,5.104909,0.13434,5.6e-06,-1.386e-05,-3.627e-05,0.3610686173802847,0.0092964290705,-1.0345923943e-06,-2.51009859e-06,,,Cet,2,118067,GJ 3094,0.0001818025623774,,,
119221,,,,Gl 714,,,18.503346,-58.276292,14.4509,-30.0,-428.95,-3.4,9.85,9.051,M1,1.48,0.998356,-7.532662,-12.291695,-5.68e-06,2.687e-05,-1.285e-05,4.844164548794791,-1.01711317689895,-1.454441042e-07,-2.079617979e-06,,,Pav,1,119221,,0.0208737270391054,,,
119178,,,,GJ 4026,,,17.768321,24.649302,14.4509,-328.54,502.06,0.0,12.67,11.871,m,1.51,-0.796246,-13.109941,6.026936,-2.209e-05,1.603e-05,3.197e-05,4.651735432656695,0.4302114772934,-1.5928068661e-06,2.434045868e-06,,,Her,1,119178,,0.0015545331940607,,,
73962,74190.0,,,GJ 3892,,,15.159887,3.166823,14.453,-601.06,482.52,0.0,11.46,10.66,M:,1.511,-9.768264,-10.622276,0.798432,-2.974e-05,2.988e-05,3.376e-05,3.968849129315302,0.0552714820759962,-2.9140211083e-06,2.339322971e-06,,,Vir,1,73962,,0.0047424198526024,,11.537,11.367
118893,,,,GJ 1171,,,13.508662,19.157206,14.4718,-486.79,-1301.97,0.0,14.73,13.927,,1.8,-12.617921,-5.259969,4.749084,-4.083e-05,1.997e-05,-8.627e-05,3.5365595457742214,0.33435632359655,-2.3600245156e-06,-6.312148069e-06,,,Com,1,118893,,0.0002339914561055,,,
119213,,,,Gl 712,,,18.36846,6.339692,14.4718,-1148.72,54.17,-48.0,12.58,11.777,M3,1.48,1.385039,-14.314009,1.597747,-8.497e-05,4.12e-05,-1.64e-06,4.808851481414436,0.11064849266335,-5.5691517113e-06,2.62633267e-07,,,Oph,1,119213,,0.0016951182515314,,,
67095,67308.0,120036.0,,GJ 1177A,,,13.795043,-32.430021,14.4907,87.18,-18.62,0.0,8.13,7.325,K5/M1V+K5,1.322,-10.904945,-5.538541,-7.770915,3.4e-06,-5.14e-06,-1.1e-06,3.611533688279959,-0.5660106438826863,4.226605667e-07,-9.0272307e-08,,,Cen,1,67095,GJ 1177,0.1023292992280753,,,
35256,35353.0,,,GJ 3438,,,7.302283,39.27481,14.4907,-212.36,-115.83,0.0,10.3,9.495,M1,1.508,-3.750777,10.57187,9.173201,1.234e-05,9.84e-06,-6.3e-06,1.9117332134345948,0.6854747513527475,-1.029550332e-06,-5.61559686e-07,,,Aur,1,35256,,0.0138675582887188,,,
119009,,,,GJ 3893,,,15.167867,19.356916,14.4928,3.21,-459.99,0.0,13.35,12.544,m,,-9.23455,-10.084104,4.803665,-7.07e-06,-8.05e-06,-3.049e-05,3.970938259125957,0.3378419117624,1.55625191e-08,-2.230084752e-06,,,Boo,1,119009,,0.000836372991584,,,
118985,,,,GJ 3866,,,14.790219,-17.706073,14.4928,-1116.46,-349.88,0.0,16.48,15.674,DC9,0.94,-10.2838,-9.211754,-4.407754,-4.679e-05,6.34e-05,-2.342e-05,3.872070298459104,-0.3090292685780499,-5.4127508179e-06,-1.696251561e-06,,,Lib,1,118985,,4.68166139724e-05,,,
118698,,,,GJ 3614,,,10.648823,-20.682637,14.4928,-307.18,538.55,0.0,16.46,15.654,DQP9,,-12.719236,4.696902,-5.118732,-5.07e-06,2.488e-05,3.54e-05,2.7878552584668035,-0.3609801135538,-1.4892506639e-06,2.610968924e-06,,,Hya,1,118698,,4.76869998102e-05,,,
119098,,,,Gl 630.1B,,,16.573424,57.166948,14.4928,-1125.35,1165.33,0.0,15.0,14.194,DQ8,0.49,-2.868675,-7.315549,12.177632,-4.854e-05,9.287e-05,4.441e-05,4.3389122644622935,0.99775145896315,-5.4558507541e-06,5.649679263e-06,,,Dra,2,119097,Gl 630.1,0.0001829784734295,,,
119097,,,,Gl 630.1A,,,16.572877,57.160243,14.4928,-1125.35,1165.33,-118.6,12.9,12.094,dM4  e,1.6,-2.869043,-7.313399,12.17162,-2.453e-05,0.00015415,-5.747e-05,4.338769019462293,0.99763444696315,-5.4558507541e-06,5.649679263e-06,,,Dra,1,119097,Gl 630.1,0.0012659017493002,,,
119138,,,,GJ 3997,,,17.264058,18.998838,14.4928,169.07,-17.77,0.0,10.36,9.554,M2,1.55,-2.62387,-13.449755,4.718116,1.158e-05,-2.67e-06,-1.18e-06,4.519719721724486,0.3315922696729,8.196744897e-07,-8.6146542e-08,,,Her,1,119138,,0.0131340903653273,,,
118814,,,,GJ 1157,,,12.384302,-46.626819,14.4928,-718.87,-327.61,42.0,13.62,12.814,k,1.61,-9.904109,-0.999035,-10.536322,-1.779e-05,4.896e-05,-4.703e-05,3.2422027729947294,-0.8137915171776999,-3.4851801054e-06,-1.588283554e-06,,,Cen,1,118814,,0.0006522288424656,,,
118918,,,,GJ 1177B,,,13.795156,-32.432276,14.4928,103.08,-61.45,0.0,9.12,8.314,,1.36,-10.906067,-5.539571,-7.772522,5.34e-06,-5.41e-06,-3.64e-06,3.611563358297096,-0.5660500076882999,4.997459419e-07,-2.97893766e-07,,,Cen,2,67095,GJ 1177,0.041152857843551,,,
14409,14445.0,19305.0,,Gl 123,,,3.107427,1.965174,14.5054,389.59,-925.46,-30.2,9.07,8.262,M0V,1.358,9.958335,10.534844,0.497411,-3.958e-05,-1.99e-06,-6.61e-05,0.8135224738741582,0.03429875387898,1.8887856181e-06,-4.486756688e-06,,,Cet,1,14409,,0.0431717844470922,,,
44000,44127.0,76644.0,3569.0,Gl 331A,9Iot UMa,Talitha,8.986828,48.041826,14.5096,-441.12,-215.21,9.0,3.12,2.312,A7IV,0.223,-6.835882,6.883318,10.789878,9.75e-06,3.422e-05,-3.28e-06,2.352746110161558,0.8384880495341912,-2.1386101077e-06,-1.043367521e-06,Iot,9.0,UMa,1,44000,Gl 331,10.35618977044986,,,
78536,78775.0,144579.0,,Gl 611A,,,16.082469,39.156509,14.5201,-571.24,52.59,-60.0,6.66,5.85,G8V,0.734,-5.417667,-9.869644,9.168246,-1.123e-05,6.311e-05,-3.588e-05,4.210380627315398,0.6834100059307475,-2.7694496688e-06,2.54963514e-07,,,CrB,1,78536,Gl 611,0.3981071705534972,,,
70274,70497.0,126660.0,5404.0,Gl 549A,23The Boo,,14.419967,51.850744,14.5307,-236.06,-399.07,-11.4,4.04,3.229,F7V,0.497,-7.233871,-5.313642,11.426925,-2.186e-05,4.58e-06,-2.653e-05,3.7751385590522246,0.9049661939729025,-1.1444511743e-06,-1.934745954e-06,The,23.0,Boo,1,70274,Gl 549,4.450409766495371,,,
112549,112909.0,,,Gl 875.1,,,22.864856,31.754215,14.5391,527.01,-50.59,-3.7,11.66,10.847,M3.5Ve,1.5,11.820871,-3.620079,7.651569,9.6e-06,3.591e-05,-5.02e-06,5.986005401395057,0.55421559791165,2.5550165779e-06,-2.4526724e-07,,,Peg,1,112549,,0.003992087024388,GT,11.755,11.585
118573,,,,Gl 326A,,,8.901531,-13.12357,14.556,326.71,-526.93,0.0,12.52,11.705,M6   J,1.61,-9.762143,10.278856,-3.304967,-1.091e-05,-2.199e-05,-3.621e-05,2.330415287738787,-0.22904950216355,1.5839347757e-06,-2.554643271e-06,,,Hya,1,118573,Gl 326,0.0018113400926196,,,
118574,,,,Gl 326B,,,8.901531,-13.12357,14.556,326.71,-526.93,0.0,12.8,11.985,,,-9.762143,10.278856,-3.304967,-1.091e-05,-2.199e-05,-3.621e-05,2.330415287738787,-0.22904950216355,1.5839347757e-06,-2.554643271e-06,,,Hya,2,118573,Gl 326,0.0013995873225726,,,
44594,44722.0,,,Gl 334,,,9.112597,-8.806835,14.5582,-308.85,210.2,37.1,9.5,8.684,M0,1.418,-10.468481,9.868812,-2.228966,-1.399e-05,4.314e-05,8.85e-06,2.3856722932132914,-0.153708271064385,-1.4973470524e-06,1.019078356e-06,,,Hya,1,44594,,0.0292684686237878,,,
75578,75807.0,,,,,,15.486163,-6.973433,14.5582,-15.71,5.55,0.0,12.47,11.654,,,-8.838383,-11.432415,-1.767498,-9.1e-07,6.4e-07,3.9e-07,4.054268025562994,-0.1217093625623587,-7.61642292e-08,2.6907159e-08,,,Lib,1,75578,,0.0018984536566615,,,
118966,,,,Gl 549B,,,14.419897,51.830481,14.5709,-240.66,-403.71,-11.3,11.5,10.683,M3,1.5,-7.25717,-5.330217,11.45498,-2.238e-05,4.65e-06,-2.671e-05,3.7751202103698183,0.90461254769215,-1.1667526036e-06,-1.957246157e-06,,,Boo,2,70274,Gl 549,0.004643014072818,,,
119422,,,,GJ 4204B,,,21.563479,1.784283,14.5773,-5.76,-659.97,0.0,14.5,13.682,m,,11.705144,-8.676479,0.453888,9.3e-07,-1.2e-06,-4.661e-05,5.6453054867366,0.031141617788,-2.7925268e-08,-3.19964424e-06,,,Aqr,2,119422,GJ 4204,0.0002932243282303,,,
119421,,,,GJ 4203A,,,21.563479,1.784283,14.5773,-5.76,-659.97,0.0,13.35,12.532,dM,1.68,11.705144,-8.676479,0.453888,9.3e-07,-1.2e-06,-4.661e-05,5.6453054867366,0.031141617788,-2.7925268e-08,-3.19964424e-06,,,Aqr,1,119421,GJ 4203,0.0008456682000994,,,
37182,37288.0,,,Gl 281,,,7.6564,2.183663,14.5815,-147.94,-246.63,10.0,9.66,8.841,M0,1.379,-6.122453,13.222316,0.555601,4.92e-06,1.427e-05,-1.703e-05,2.0044407322081086,0.038112105660175,-7.17233359e-07,-1.19569598e-06,,,CMi,1,37182,,0.0253279476568999,,,
27965,28035.0,,,,,,5.928664,-26.856506,14.5836,314.74,-10.22,0.0,10.7,9.881,,1.054,0.242947,13.008355,-6.588253,-2.225e-05,9e-08,-6.4e-07,1.552120668647559,-0.4687344555446325,1.5259025782e-06,-4.9547958e-08,,,Lep,1,27965,,0.0097185170294016,,10.774,10.634
42406,42525.0,,,,,,8.669986,41.285405,14.59,-27.92,-45.57,0.0,9.95,9.13,F8,0.47,-7.054428,8.392324,9.626632,1.4e-07,2.9e-06,-2.42e-06,2.269797009600178,0.7205662468660525,-1.353599796e-07,-2.20929594e-07,,,Lyn,1,42406,,0.0194088587759277,,,
35200,35296.0,57095.0,,Gl 269A,,,7.291546,-46.979242,14.5943,-18.46,585.03,59.0,6.7,5.879,K2V,0.975,-3.303102,9.393701,-10.670375,-2.246e-05,6.782e-05,-1.588e-05,1.9089223549047023,-0.8199424593270938,-8.94966054e-08,2.836305475e-06,,,Pup,1,35200,Gl 269,0.3876144867002412,,,
119329,,,,Gl 781.1B,,,20.129216,-31.754582,14.6007,285.68,-736.53,0.0,12.5,11.678,M3.5,1.63,6.567789,-10.535628,-7.684085,2.65e-06,3.397e-05,-4.433e-05,5.26981639278613,-0.5542220141221,1.3850157226e-06,-3.570822442e-06,,,Sgr,2,98834,Gl 781.1,0.0018569491014904,,,
13341,13375.0,,,Gl 116,,,2.868615,34.389355,14.6049,994.66,-988.88,-45.7,9.6,8.778,K6:,1.315,8.809932,8.223946,8.248817,-4.734e-05,5.215e-05,-8.417e-05,0.7510016186678564,0.600207479526665,4.822247755e-06,-4.794225524e-06,,,Per,1,13341,,0.0268410808354522,,,
28864,28936.0,,,,,,6.107419,10.748428,14.6071,4.67,-21.03,0.0,9.73,8.907,F0,0.377,-0.403523,14.345151,2.724181,-3.4e-07,2.7e-07,-1.46e-06,1.59891849210699,0.1875954538822262,2.26407989e-08,-1.01956317e-07,,,Ori,1,28864,,0.0238341682067315,,,
106354,106696.0,205390.0,,Gl 833,,,21.611417,-50.845385,14.6199,424.07,-199.27,28.1,7.14,6.315,K2V,0.879,7.48459,-5.403649,-11.337122,2.343e-05,2.016e-05,-3.12e-05,5.657855611557032,-0.8874193712719338,2.0559493751e-06,-9.66088221e-07,,,Ind,1,106354,,0.2594179362118812,,,
107815,108159.0,,,Gl 838.6,,,21.912611,-46.992734,14.6349,-311.69,-365.58,59.0,11.99,11.163,M3,1.56,8.528789,-5.187865,-10.702409,7.47e-06,-3.043e-05,-6.182e-05,5.736708240737093,-0.8201779403412138,-1.5111157609e-06,-1.772381853e-06,,,Gru,1,107815,,0.0029840081159302,,12.091,11.871
118581,,,,Gl 331C,,,8.987235,48.043582,14.637,-443.1,-231.65,0.0,11.0,10.173,,,-6.896063,6.94305,10.884857,1.369e-05,3.083e-05,-1.099e-05,2.352852551529073,0.8385186879403,-2.1482094185e-06,-1.123061194e-06,,,UMa,3,44000,Gl 331,0.0074267704371469,,,
118580,,,,Gl 331B,,,8.987235,48.043582,14.637,-443.1,-231.65,15.0,10.8,9.973,dM1   J,,-6.896425,6.943415,10.885428,6.46e-06,3.811e-05,4.2e-07,2.352852551529073,0.8385186879403,-2.1482094185e-06,-1.123061194e-06,,,UMa,2,44000,Gl 331,0.0089289419606498,,,
86693,86961.0,,,,,,17.770176,-32.103551,14.6434,-49.82,-319.82,0.0,10.49,9.662,M2V:,1.463,-0.745891,-12.381817,-7.78225,-2.8e-06,1.226e-05,-1.923e-05,4.652221230575964,-0.5603126591472388,-2.415341757e-07,-1.550531113e-06,,,Sco,1,86693,,0.0118904967898509,,,
54790,54952.0,97584.0,,Gl 420A,,,11.253471,73.475206,14.6456,-403.84,112.05,8.1,7.68,6.851,K5,1.043,-4.086332,0.809146,14.040758,1.074e-05,2.71e-05,1.02e-05,2.9461517346237835,1.2823842562951289,-1.9578715676e-06,5.43233729e-07,,,Dra,1,54790,Gl 420,0.1583434123914574,,,
33729,33817.0,52698.0,,Gl 259,,,7.02048,-25.948716,14.6477,206.58,40.89,12.6,6.71,5.881,K1V,0.882,-3.477108,12.703851,-6.409393,-1.754e-05,8.53e-06,-3.03e-06,1.8379572853708863,-0.4528905363972613,1.0015281013e-06,1.98240313e-07,,,CMa,1,33729,,0.3869011316551083,,,
76816,77052.0,140538.0,5853.0,Gl 596.1A,23Psi Ser,,15.733839,2.515173,14.6585,-44.96,-144.73,19.4,5.86,5.03,G5V,0.684,-8.187523,-12.141967,0.643281,-1.398e-05,-1.502e-05,-9.4e-06,4.119109358742981,0.0438980543801587,-2.179722308e-07,-7.01670839e-07,Psi,23.0,Ser,1,76816,Gl 596.1,0.847227414140596,,,
118264,,,,GJ 3252,,,3.84994,-0.877712,14.6628,39.89,-518.47,0.0,18.02,17.189,m,,7.823561,12.399159,-0.22461,-2.7e-06,1.04e-06,-3.685e-05,1.0079118196088588,-0.01531897094725,1.933921772e-07,-2.513598945e-06,,,Eri,1,118264,,1.15984512119e-05,,,
118487,,,,GJ 1099,,,7.571665,0.986295,14.6628,47.56,-618.17,0.0,11.93,11.099,m,1.47,-5.863499,13.437015,0.252394,-3.4e-06,-6.5e-07,-4.393e-05,1.982257227869324,0.0172140898787499,2.305773865e-07,-2.996982425e-06,,,CMi,1,118487,,0.0031651915672262,,,
78950,79190.0,144628.0,,Gl 613,,,16.161905,-56.445149,14.6692,-136.14,334.48,37.9,7.11,6.278,K3V,0.856,-3.753024,-7.18752,-12.224964,-2.767e-05,-3.208e-05,-1.916e-05,4.231176805778233,-0.9851536919580176,-6.600253447e-07,1.621604798e-06,,,Nor,1,78950,,0.2684108083545227,,,
119039,,,,Gl 596.1B,,,15.73386,2.513094,14.6714,-55.77,-149.97,0.0,12.0,11.168,,,-8.194576,-12.152574,0.643307,-3.55e-06,1.83e-06,-1.066e-05,4.119114978970518,0.0438617584582,-2.703805896e-07,-7.27050836e-07,,,Ser,2,76816,Gl 596.1,0.0029702978440178,,,
118735,,,,Gl 420B,,,11.254729,73.475852,14.6778,-396.21,105.42,8.6,11.4,10.567,M2,,-4.095369,0.810378,14.072027,1.006e-05,2.675e-05,1.057e-05,2.946481149985813,1.2823955304987,-1.9208802837e-06,5.11109974e-07,,,Dra,2,54790,Gl 420,0.0051665424256694,,,
102154,102485.0,197692.0,7936.0,Gl 805,16Psi Cap,,20.76826,-25.270898,14.6778,-51.38,-156.66,25.8,4.13,3.297,F5V,0.426,8.799322,-9.937473,-6.266031,9.93e-06,-1.673e-05,-2.134e-05,5.437117756398896,-0.4410603667047212,-2.490972691e-07,-7.59509111e-07,Psi,16.0,Cap,1,102154,,4.180228289540324,,,
118925,,,,GJ 3809A,,,13.816837,2.79116,14.7059,166.34,-237.55,0.0,11.19,10.353,M2:,1.57,-13.057987,-6.726043,0.716113,4.7e-06,-1.092e-05,-1.691e-05,3.617239453953812,0.0487149322855,8.064390762e-07,-1.15169429e-06,,,Vir,1,118925,GJ 3809,0.0062921635128798,,,
118322,,,,GJ 3305,,,4.627228,-2.491582,14.7059,356.5,-50.1,0.0,10.59,9.753,M1,1.45,5.167235,13.753344,-0.639303,-2.385e-05,8.8e-06,-3.57e-06,1.2114053530385591,-0.0434863100675,1.7283607712e-06,-2.4290135e-07,,,Eri,1,118322,,0.0109345269673091,,,
119448,,,,GJ 4228,,,21.863527,13.604378,14.7059,184.51,-119.82,0.0,13.93,13.093,m,,12.115182,-7.58424,3.459069,8.68e-06,1.008e-05,-8.3e-06,5.7238578814861,0.2374411928124,8.94529722e-07,-5.80903752e-07,,,Peg,1,119448,,0.0005044289459524,,,
118880,,,,GJ 3775,,,13.300421,2.234318,14.7059,-357.32,-43.87,0.0,12.97,12.133,m,,-13.851312,-4.906725,0.573329,-8.62e-06,2.397e-05,-3.13e-06,3.482042092187832,0.0389962081271499,-1.7323362434e-06,-2.12697457e-07,,,Vir,1,118880,,0.0012212371301653,,,
119011,,,,GJ 3894,,,15.197526,-10.240098,14.7059,-976.67,-214.74,0.0,14.26,13.423,M4,1.66,-9.690432,-10.748226,-2.61432,-4.99e-05,4.863e-05,-1.507e-05,3.978703079511306,-0.1787234332328,-4.7350297739e-06,-1.041064656e-06,,,Lib,1,119011,,0.0003722202530178,,,
